店舗kintone,経度,緯度,DM店舗名,住所,shop_id,アナスロ店舗名,都道府県,ホールナビ店舗名
P01340,141.660228,42.664708,マルハン苫小牧東店,北海道苫小牧市新開町１丁目１番３号,1340,マルハン苫小牧東店,北海道,マルハン苫小牧東店
P03412,139.472405,35.8883969,パールショップともえ川越店,埼玉県川越市中台2-2-8,3412,パールショップともえ川越店,埼玉県,パールショップともえ川越店
P11934,139.560055,35.7022616,メッセ三鷹店,東京都三鷹市下連雀3-45-1,12266,メッセ三鷹店,東京都,メッセ三鷹店
P03959,140.810769,35.7292222,パールショップともえ銚子今宮店,千葉県銚子市今宮町889,3959,パールショップともえ銚子今宮店,千葉県,パールショップともえ銚子今宮店
P05862,136.992278,35.1405022,プレイランドキャッスル天白店,愛知県名古屋市天白区焼山2-2007,5862,プレイランドキャッスル天白店,愛知県,プレイランドキャッスル天白店
P07648,135.502288,34.480797,マルハン原山台店,大阪府堺市南区原山台5-16-2,7648,マルハン原山台店,大阪府,マルハン原山台店
P02165,140.884327,38.2607099,マルハン仙台駅東店,宮城県仙台市宮城野区榴岡２丁目１番２５号　Ｂｉｖｉ仙台駅東口地下１階,2165,マルハン仙台駅東店,宮城県,マルハン仙台駅東店
P07467,135.482028,34.719594,キコーナ十三店,大阪府大阪市淀川区十三本町1-5-20,7467,キコーナ十三店,大阪府,キコーナ十三店
P05796,136.934605,35.099008,キング観光笠寺店,愛知県名古屋市南区前浜通7-17-1,5796,キング観光笠寺店,愛知県,キング観光笠寺店
P08436,134.835553,34.7455358,マルハン加古川店,兵庫県加古川市尾上町安田366番地,8436,マルハン加古川店,兵庫県,マルハン加古川店
P05865,136.987389,35.127409,サンシャインKYORAKU植田,愛知県名古屋市天白区植田三丁目１８０５,5865,サンシャインKYORAKU植田,愛知県,サンシャインKYORAKU植田
P06735,136.549291,34.5888232,キング観光松阪店,三重県松阪市郷津町60,6735,キング観光松阪店,三重県,キング観光松阪店
P05384,138.093978,34.690357,ABC小笠町店,静岡県菊川市赤土上馬喰1261-1,5384,ABC小笠町店,静岡県,ABC小笠町店
P01114,141.398578,43.0280532,パーラーマンモス’21月寒店,北海道札幌市豊平区月寒中央通9-3-38,1114,パーラーマンモス'21月寒店,北海道,パーラーマンモス'21月寒店
P02782,139.978956,36.3030183,グランドレイト,茨城県筑西市乙1011,2782,グランドレイト,茨城県,グランドレイト
P07471,135.48312,34.73719,キコーナ阪急三国店,大阪府大阪市淀川区三国本町3-37-1,7471,キコーナ阪急三国店,大阪府,キコーナ阪急三国店
P05802,136.902383,35.1049838,サンシャインKYORAKU南,愛知県名古屋市南区南陽通4-34,5802,サンシャインKYORAKU南,愛知県,サンシャインKYORAKU南
P05864,136.993319,35.1239876,ZENT原店,愛知県名古屋市天白区原二丁目907番地,5864,ZENT原店,愛知県,ZENT原店
P05864,136.993319,35.1239876,ZENT原店,愛知県名古屋市天白区原二丁目907番地,5864,ZENT吉原店,愛知県,ZENT原店
P06746,136.547349,34.571223,マルハン松阪店,三重県松阪市大津町字秀張６９４番地３,6746,マルハン松阪店,三重県,マルハン松阪店
P05386,138.087873,34.7321579,コンコルド菊川店,静岡県菊川市加茂3111,5386,コンコルド菊川店,静岡県,コンコルド菊川店
P07622,135.461949,34.5591488,マルハンメガシティ堺,大阪府堺市西区浜寺石津町東１丁６番３６号,7622,マルハンメガシティ堺,大阪府,マルハンメガシティ堺
P01116,141.396607,43.0294967,ビッグスロット月寒店,北海道札幌市豊平区月寒中央通8-1-7,1116,ビッグスロット月寒店,北海道,ビッグスロット月寒店
P02658,139.977552,36.1818352,MGM下妻店,茨城県下妻市古沢531-1,2658,MGM下妻店,茨城県,MGM下妻店
P01997,141.159763,39.1578312,マルハン水沢店,岩手県奥州市水沢佐倉河字東鍛冶屋６５番地１,1997,マルハン水沢店,岩手県,マルハン水沢店
P07456,135.483154,34.720011,パールサーティーン,大阪府大阪市淀川区十三東2-9-7,7456,パールサーティーン,大阪府,パールサーティーン
P03395,139.483653,35.9159177,パラッツォ川越店,埼玉県川越市新富町1-10-9,3395,パラッツォ川越店,埼玉県,パラッツォ川越店
P03634,139.802544,35.8288205,ピーアーク草加,埼玉県草加市氷川町2127-13,3634,ピーアーク草加,埼玉県,ピーアーク草加
P03255,139.297532,36.394902,ビックマーチ桐生店,群馬県みどり市笠懸町阿左美1492-2,3255,ビックマーチ桐生店,群馬県,ビックマーチ桐生店
P05856,136.961617,35.101331,東宝プラザ野並店,愛知県名古屋市天白区野並3-517,5856,東宝プラザ野並店,愛知県,東宝プラザ野並店
P03868,139.137932,36.2597032,マルハン上里店,埼玉県児玉郡上里町大字金久保394番地１,3868,マルハン上里店,埼玉県,マルハン上里店
P05388,138.087147,34.7412777,アプリイ菊川,静岡県菊川市加茂5911,5388,アプリイ菊川,静岡県,アプリイ菊川
P01167,141.449094,42.996256,ライジング平岡,北海道札幌市清田区平岡2条3-76-2,1167,ライジング平岡,北海道,ライジング平岡
P05690,136.885408,35.2279897,プレイランドキャッスルワンダー店,愛知県名古屋市西区二方町72,5690,プレイランドキャッスルワンダー店,愛知県,プレイランドキャッスルワンダー店
P01008,139.286251,35.7287671,パーラーオリエント秋川店,東京都あきる野市秋川2-1-7,1008,オリエント秋川店,東京都,オリエント秋川店
P03624,139.794757,35.8531268,ピーアーク新田,埼玉県草加市金明町400-3,3624,ピーアーク新田,埼玉県,ピーアーク新田
P05225,138.921104,35.1288794,フジコー三島店,静岡県三島市壱町田6-1,5225,フジコー三島店,静岡県,フジコー三島店
P11803,135.488183,34.5932409,マルハン堺遠里小野店,大阪府堺市堺区遠里小野町１丁３番８９号,12100,マルハン堺遠里小野店,大阪府,マルハン堺遠里小野店
P02201,140.884753,38.3225336,アポロの泉,宮城県仙台市泉区泉中央4-9-1,2201,アポロの泉,宮城県,アポロの泉
P01169,141.458288,42.9835851,マルハン美しが丘店,北海道札幌市清田区美しが丘１条５丁目２番２５号,1169,マルハン美しが丘店,北海道,マルハン美しが丘店
P04417,139.622094,35.46719,PIA横浜モアーズ,神奈川県横浜市西区南幸1-3-1,4417,PIA横浜モアーズ,神奈川県,PIA横浜モアーズ
P02789,139.944261,36.2967942,アイランド筑西店,茨城県筑西市玉戸1005-1,2789,アイランド筑西店,茨城県,アイランド筑西店
P03403,139.431016,35.929792,第一プラザ霞ヶ関店,埼玉県川越市吉田82-1,3403,第一プラザ霞ヶ関店,埼玉県,第一プラザ霞ヶ関店
P07643,135.514237,34.496909,ミクちゃんアリーナ泉ヶ丘店,大阪府堺市南区茶山台1-3-1,7643,ミクちゃんアリーナ泉ヶ丘店,大阪府,ミクちゃんアリーナ泉ヶ丘店
P03621,139.80085,35.8438902,ピーアーク松原,埼玉県草加市栄町3-5-18,3621,ピーアーク松原,埼玉県,ピーアーク松原
P08609,139.026423,37.9007209,クリエ新潟店,新潟県新潟市中央区出来島2-6-6,8609,クリエ新潟店,新潟県,クリエ新潟店
P06747,136.563355,34.561505,ダイナム松阪店,三重県松阪市上川町1737番地,6747,ダイナム松阪店,三重県,ダイナム松阪店
P02199,140.875534,38.3486902,パラディソ泉店,宮城県仙台市泉区大沢2-14-1,2199,パラディソ泉店,宮城県,パラディソ泉店
P01055,141.308607,43.101772,がちゃぽん札幌新川店,北海道札幌市北区新川2条8-1-1,1055,がちゃぽん札幌新川店,北海道,がちゃぽん札幌新川店
P02305,140.945226,38.574124,マルハン古川店,宮城県大崎市古川稲葉字大江向１７４番１,2305,マルハン古川店,宮城県,マルハン古川店
P02821,140.443578,36.3114978,レイト水戸南,茨城県東茨城郡茨城町長岡3481－516,2821,レイト水戸南,茨城県,レイト水戸南
P06639,136.07546,35.005189,ダイナム滋賀湖南店,滋賀県湖南市柑子袋字中之町250番地7,6639,ダイナム滋賀湖南店,滋賀県,ダイナム滋賀湖南店
P05683,136.887217,35.203473,キャッスル大金店,愛知県名古屋市西区大金町1-25,5683,キャッスル大金店,愛知県,キャッスル大金店
P11848,135.565078,34.622345,イルサローネ平野店,大阪府大阪市平野区加美鞍作3-2-27,12161,イルサローネ平野店,大阪府,イルサローネ平野店
P05825,136.949377,35.206531,マルハン新守山駅前店,愛知県名古屋市守山区新守西１５０１番地,5825,マルハン新守山駅前店,愛知県,マルハン新守山駅前店
P00491,139.722229,35.7786955,K-1赤羽店,東京都北区赤羽1-7-4,491,K-1赤羽店,東京都,K-1赤羽店
P01260,141.005772,42.3525753,マルハン室蘭店,北海道室蘭市中島本町１丁目１２番３号,1260,マルハン室蘭店,北海道,マルハン室蘭店
P01065,141.328729,43.130061,プレイランドハッピー屯田四条店,北海道札幌市北区屯田4条7丁目7番1号,1065,プレイランドハッピー屯田四条店,北海道,プレイランドハッピー屯田四条店
P02832,140.206418,36.0336597,アムズツインパーク,茨城県稲敷郡阿見町阿見4552,2832,アムズツインパーク,茨城県,アムズツインパーク
P03414,139.396872,35.9055337,第一プラザ笠幡店,埼玉県川越市笠幡字鳥ケ谷戸前3622-4,3414,第一プラザ笠幡店,埼玉県,第一プラザ笠幡店
P07645,135.49141,34.48335,ARROW栂店,大阪府堺市南区原山台2-4-2,7645,ARROW栂店,大阪府,ARROW栂店
P03547,139.75363,35.9790212,ピーアーク春日部,埼玉県春日部市中央1-43-1,3547,ピーアーク春日部,埼玉県,ピーアーク春日部
P06744,136.51696,34.6006848,MGM松阪店,三重県松阪市久米町1025-1,6744,MGM松阪店,三重県,MGM松阪店
P05235,138.923353,35.1104961,ABC三島二日町店,静岡県三島市南二日町634-1,5235,ABC三島二日町店,静岡県,ABC三島二日町店
P02698,140.082469,36.041324,ビックマーチつくば本店,茨城県つくば市大字上横場字道心塚2006-1,2698,ビックマーチつくば本店,茨城県,ビックマーチつくば本店
P01290,143.21896,42.913329,がちゃぽん帯広店,北海道帯広市東7条南17-２,1290,がちゃぽん帯広店,北海道,がちゃぽん帯広店
P03390,139.499549,35.9187059,スカイプラザ川越店,埼玉県川越市小仙波935-6,3390,スカイプラザ川越店,埼玉県,スカイプラザ川越店
P07644,135.46585,34.49575,123泉北店,大阪府堺市南区高尾3-241-1,7644,123泉北店,大阪府,123泉北店
P06029,136.734906,35.1850529,ラッキープラザ津島店,愛知県津島市寺前町1-18-1,6029,ラッキープラザ津島店,愛知県,ラッキープラザ津島店
P04362,140.482704,35.658261,ダイナム千葉横芝店,千葉県山武郡横芝光町横芝字折戸2173番地,4362,ダイナム横芝店,千葉県,ダイナム横芝店
P05814,136.962523,35.2094283,タイホウ守山店,愛知県名古屋市守山区森宮町36,5814,タイホウ守山店,愛知県,タイホウ守山店
P02223,141.560165,38.8909949,ライオン田中前店,宮城県気仙沼市田中前3-8-6,2223,ライオン田中前店,宮城県,ライオン田中前店
P10760,130.678581,33.849905,FACE777遠賀,福岡県遠賀郡遠賀町広渡（大字）1596－1,10760,フェイス777遠賀,福岡県,フェイス777遠賀
P02707,140.086033,36.0500114,レイトつくば,茨城県つくば市上横場262-4,2707,レイトつくば,茨城県,レイトつくば
P01492,140.499054,42.9792441,マルハン岩内店,北海道岩内郡岩内町字野束１２番地の２,1492,マルハン岩内店,北海道,マルハン岩内店
P00990,139.377136,35.7403213,ニラク武蔵村山伊奈平店,東京都武蔵村山市伊奈平2-75-1,990,ニラク武蔵村山伊奈平店,東京都,ニラク武蔵村山伊奈平店
P03551,139.770025,35.9489379,武里スポーツ館,埼玉県春日部市大場1096-1,3551,武里スポーツ館,埼玉県,武里スポーツ館
P03551,139.770025,35.9489379,武里スポーツ館,埼玉県春日部市大場1096-1,3551,武里スポーツ館,埼玉県,武里スポーツ館
P03551,139.770025,35.9489379,武里スポーツ館,埼玉県春日部市大場1096-1,3551,武里スポーツ館,埼玉県,スポーツ館
P03551,139.770025,35.9489379,武里スポーツ館,埼玉県春日部市大場1096-1,3551,武里スポーツ館,埼玉県,武里スポーツ館
P03551,139.770025,35.9489379,武里スポーツ館,埼玉県春日部市大場1096-1,3551,武里スポーツ館,埼玉県,武里スポーツ館
P03551,139.770025,35.9489379,武里スポーツ館,埼玉県春日部市大場1096-1,3551,武里スポーツ館,埼玉県,スポーツ館
P12032,139.350953,35.8578307,ニラク入間新光店,埼玉県入間市新光540番地,12363,ニラク入間新光店,埼玉県,ニラク入間新光店
P01615,140.797819,40.82632,スーパードーム青森東店,青森県青森市はまなす2-5-15,12352,スーパードーム青森東店,青森県,スーパードーム青森東店
P01258,141.03741,42.3557709,ビクトリア室蘭店,北海道室蘭市日の出町2-1-5,1258,ビクトリア室蘭店,北海道,ビクトリア室蘭店
P01208,140.99977,43.191101,イーグルオー,北海道小樽市花園3-8-15,1208,イーグルオー小樽店,北海道,イーグルオー小樽店
P10585,130.439616,33.0155238,ワンダーランド・メタルポリス,福岡県大牟田市八江町48,10585,ワンダーランドメタルポリス,福岡県,ワンダーランドメタルポリス
P02704,140.092661,36.0408386,マルハンつくば店,茨城県つくば市上横場字本郷地１２６９番地,2704,マルハンつくば店,茨城県,マルハンつくば店
P05227,138.91926,35.1119688,新甲子園,静岡県三島市東本町2-1-36,5227,新甲子園,静岡県,新甲子園
P01626,140.757293,40.796947,マルハン浜田店,青森県青森市大字浜田字玉川２２３番地１、他１０筆,1626,マルハン浜田店,青森県,マルハン浜田店
P01212,141.008329,43.1811144,ビッグバン小樽店,北海道小樽市真栄1-1-3,1212,ビッグバン小樽店,北海道,ビッグバン小樽店
P11960,141.579149,38.8554804,WINS気仙沼,宮城県気仙沼市最知北最知247-2,12293,WINS気仙沼,宮城県,WINS気仙沼
P10584,130.455532,33.0399251,ワンダーランド日出町店,福岡県大牟田市日出町2-3-18,10584,ワンダーランド日出町店,福岡県,ワンダーランド日出町店
P02706,140.145986,36.0558288,キングイーグルズつくば店,茨城県つくば市大角豆2012-18,2706,キングイーグルズつくば店,茨城県,キングイーグルズつくば店
P01282,143.17118,42.92897,マルハン柏林台店,北海道帯広市西１６条南１丁目４８番１８号,1282,マルハン柏林台店,北海道,マルハン柏林台店
P02432,140.874811,36.941386,マルハン小名浜店,福島県いわき市小名浜字吹松１６番地の３０,2432,マルハン小名浜店,福島県,マルハン小名浜店
